model_id,downloads (past month),quantization,num_ops,ops
onnx-community/rtdetr_r50vd,1,uint8,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r18vd,1,uint8,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r50vd_coco_o365,1,uint8,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r101vd,1,uint8,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r34vd,1,uint8,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r101vd_coco_o365,1,uint8,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/distil-medium.en_timestamped,1,uint8,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/gliner_medium-v2,1,uint8,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/hiera-tiny-224-in1k-hf,1,uint8,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Flatten, Gather, GlobalAveragePool, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/hiera-base-224-hf,1,uint8,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/hiera-huge-224-hf,1,uint8,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/hiera-base-224-in1k-hf,1,uint8,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Flatten, Gather, GlobalAveragePool, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/dinov2-small-imagenet1k-1-layer,1,uint8,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
onnx-community/dpt-dinov2-base-nyu,1,uint8,28,"Add, Cast, Concat, ConvInteger, ConvTranspose, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/maskformer-swin-base-ade,1,uint8,40,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/maskformer-swin-small-ade,1,uint8,40,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/maskformer-swin-small-coco,1,uint8,40,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/maskformer-swin-tiny-ade,1,uint8,40,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/maskformer-swin-tiny-coco,1,uint8,40,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/maskformer-resnet101-ade,1,uint8,34,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, MaxPool, Mul, Not, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze"
onnx-community/maskformer-resnet50-vistas,1,uint8,34,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, MaxPool, Mul, Not, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze"
onnx-community/maskformer-resnet50-ade20k-full,1,uint8,34,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, MaxPool, Mul, Not, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze"
onnx-community/maskformer-resnet101-ade20k-full,1,uint8,34,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, MaxPool, Mul, Not, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze"
onnx-community/MobileLLM-350M,1,uint8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
onnx-community/MobileLLM-600M,1,uint8,31,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Transpose, Trilu, Unsqueeze, Where"
onnx-community/AMD-OLMo-1B-SFT-DPO,1,uint8,32,"Add, Cast, Concat, ConstantOfShape, Cos, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Expand, Gather, Greater, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, ScatterND, Shape, Sigmoid, Sin, Slice, Softmax, Sqrt, Sub, Transpose, Trilu, Unsqueeze, Where"
onnx-community/camembertav2-base-fquad,1,uint8,39,"Abs, Add, And, Cast, Ceil, Clip, Concat, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, GatherElements, Greater, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, Transpose, Unsqueeze, Where"
onnx-community/test-patchtst,1,uint8,26,"Add, BatchNormalization, Cast, Clip, Concat, ConstantOfShape, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceSum, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
onnx-community/ijepa_vith16_1k,1,uint8,16,"Add, Cast, ConvInteger, Div, DynamicQuantizeLinear, Erf, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Softmax, Sqrt, Sub, Transpose"
onnx-community/Pleias-350m-Preview,1,uint8,15,"Cast, DequantizeLinear, DynamicQuantizeLinear, Gather, GroupQueryAttention, MatMul, MatMulInteger, Mul, ReduceSum, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Sub, Transpose"
onnx-community/dinov2-with-registers-base-imagenet1k-1-layer,1,uint8,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
onnx-community/dinov2-with-registers-small-imagenet1k-1-layer,1,uint8,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
onnx-community/dinov2-small-with-attentions,1,uint8,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
onnx-community/SmallThinker-3B-Preview-ONNX,1,uint8,16,"Add, Cast, DequantizeLinear, DynamicQuantizeLinear, Gather, GroupQueryAttention, MatMul, MatMulInteger, Mul, ReduceSum, Shape, Sigmoid, SimplifiedLayerNormalization, SkipSimplifiedLayerNormalization, Sub, Transpose"
onnx-community/siglip2-base-patch32-256-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-large-patch16-256-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-large-patch16-512-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-giant-opt-patch16-256-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-giant-opt-patch16-384-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-so400m-patch14-224-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-so400m-patch16-384-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/siglip2-so400m-patch16-512-ONNX,1,uint8,25,"Add, Cast, Concat, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceL2, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Tanh, Tile, Transpose, Unsqueeze"
onnx-community/kb-whisper-small-ONNX,1,uint8,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Greater, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Trilu, Unsqueeze, Where"
onnx-community/kb-whisper-medium-ONNX,1,uint8,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Greater, If, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Trilu, Unsqueeze, Where"
Xenova/tiny-random-Swin2SRModel,1,quantized,38,"Abs, Add, Cast, Clip, Concat, Constant, ConstantOfShape, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Exp, Expand, Gather, Identity, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, ReduceSum, Relu, Reshape, ScatterND, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/tiny-random-StableLmForCausalLM,1,quantized,31,"Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, Identity, Less, MatMul, MatMulInteger, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
ylacombe/mms-mar-finetuned-monospeaker,1,quantized,53,"Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, ConvInteger, ConvTranspose, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Exp, Expand, Gather, GatherElements, GatherND, Greater, LeakyRelu, Less, MatMul, MatMulInteger, Mul, Neg, NonZero, Not, Pad, Pow, RandomNormalLike, Range, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, ScatterND, Shape, Sigmoid, Slice, Softmax, Softplus, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/vitmatte-small-distinctions-646,1,quantized,34,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Einsum, Erf, Gather, Identity, MatMul, MatMulInteger, Mod, Mul, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
Xenova/chinese-clip-vit-large-patch14-336px,1,quantized,31,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Exp, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, ReduceSum, Reshape, Shape, Sigmoid, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/mms-tts-yor,1,quantized,53,"Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, ConvInteger, ConvTranspose, CumSum, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Exp, Expand, Gather, GatherElements, GatherND, Greater, LeakyRelu, Less, MatMul, MatMulInteger, Mul, Neg, NonZero, Not, Pad, Pow, RandomNormalLike, Range, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, ScatterND, Shape, Sigmoid, Slice, Softmax, Softplus, Split, Sqrt, Squeeze, Sub, Tanh, Transpose, Unsqueeze, Where"
Xenova/dit-base,1,quantized,26,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
Xenova/grammar-synthesis-small,1,quantized,35,"Abs, Add, Cast, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLinear, Expand, Gather, Greater, If, Less, LessOrEqual, Log, MatMul, MatMulInteger, Min, Mul, Neg, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Sub, Tanh, Tile, Transpose, Unsqueeze, Where"
Xenova/movenet-multipose-lightning,1,quantized,42,"Abs, Add, And, ArgMax, BatchNormalization, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Equal, Exp, Expand, Gather, GatherND, Greater, Less, Max, MaxPool, Min, Mul, Not, Pow, Range, Reciprocal, ReduceMax, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Size, Slice, Split, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/mobilenet_v1_0.75_192,1,quantized,10,"Add, Cast, Clip, ConvInteger, DynamicQuantizeLinear, Flatten, GlobalAveragePool, MatMulInteger, Mul, Reshape"
onnx-community/mobilenet_v1_1.0_224,1,quantized,10,"Add, Cast, Clip, ConvInteger, DynamicQuantizeLinear, Flatten, GlobalAveragePool, MatMulInteger, Mul, Reshape"
onnx-community/mobilenet_v2_0.75_160,1,quantized,10,"Add, Cast, Clip, ConvInteger, DynamicQuantizeLinear, Flatten, GlobalAveragePool, MatMulInteger, Mul, Reshape"
onnx-community/mobilenet_v2_0.35_96,1,quantized,10,"Add, Cast, Clip, ConvInteger, DynamicQuantizeLinear, Flatten, GlobalAveragePool, MatMulInteger, Mul, Reshape"
onnx-community/mobilenetv3_large_100.miil_in21k_ft_in1k,1,quantized,12,"Add, Cast, ConvInteger, DynamicQuantizeLinear, Flatten, GlobalAveragePool, HardSigmoid, MatMulInteger, Mul, ReduceMean, Relu, Reshape"
onnx-community/rtdetr_r50vd,1,quantized,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r18vd,1,quantized,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r50vd_coco_o365,1,quantized,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r101vd,1,quantized,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r34vd,1,quantized,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/rtdetr_r101vd_coco_o365,1,quantized,35,"Add, AveragePool, Cast, Clip, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, GatherElements, GridSample, Log, MatMul, MatMulInteger, MaxPool, Mul, Pow, ReduceMax, ReduceMean, ReduceSum, Relu, Reshape, Resize, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Sub, Tile, TopK, Transpose, Unsqueeze"
onnx-community/distil-medium.en_timestamped,1,quantized,31,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, DequantizeLinear, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, If, Less, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/gliner_medium-v2,1,quantized,53,"Abs, Add, And, Cast, Ceil, Clip, Concat, Constant, ConstantOfShape, DequantizeLinear, Div, DynamicQuantizeLSTM, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Flatten, Gather, GatherElements, Greater, Identity, Less, LessOrEqual, Log, MatMul, MatMulInteger, Mul, Neg, NonZero, Pow, Range, ReduceMax, ReduceMean, ReduceProd, ReduceSum, Relu, Reshape, ScatterElements, ScatterND, Shape, Sign, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Tile, TopK, Transpose, Unsqueeze, Where"
onnx-community/jais-family-590m-chat,1,quantized,27,"Abs, Add, Cast, Concat, DequantizeLinear, Div, DynamicQuantizeLinear, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, Range, ReduceMean, Reshape, Shape, Sigmoid, Slice, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/hiera-tiny-224-in1k-hf,1,quantized,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Flatten, Gather, GlobalAveragePool, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/hiera-base-224-hf,1,quantized,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/hiera-huge-224-hf,1,quantized,23,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/hiera-base-224-in1k-hf,1,quantized,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Erf, Flatten, Gather, GlobalAveragePool, MatMul, MatMulInteger, Mul, Pow, ReduceMax, ReduceMean, Reshape, Shape, Softmax, Split, Sqrt, Squeeze, Sub, Transpose, Unsqueeze"
onnx-community/dinov2-small-imagenet1k-1-layer,1,quantized,25,"Add, Cast, Concat, ConvInteger, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Sub, Transpose, Unsqueeze, Where"
onnx-community/dpt-dinov2-base-nyu,1,quantized,28,"Add, Cast, Concat, ConvInteger, ConvTranspose, Div, DynamicQuantizeLinear, Equal, Erf, Expand, Gather, MatMul, MatMulInteger, Mul, Pow, ReduceMean, Relu, Reshape, Resize, Shape, Slice, Softmax, Sqrt, Squeeze, Sub, Transpose, Unsqueeze, Where"
onnx-community/maskformer-swin-base-ade,1,quantized,40,"Add, Cast, Concat, Constant, ConstantOfShape, ConvInteger, Cos, CumSum, Div, DynamicQuantizeLinear, Einsum, Equal, Erf, Expand, Floor, Gather, InstanceNormalization, MatMul, MatMulInteger, Mod, Mul, Not, Pad, Pow, Range, ReduceMean, Relu, Reshape, Resize, ScatterND, Shape, Sin, Slice, Softmax, Sqrt, Sub, Tile, Transpose, Unsqueeze, Where"
